,District,Taluk,% Angawadis in rented building,%Anganwadis in Own building,No.of Anganawadi Workers,No. of Anganawadi Helpers,% children in Anganwadi,Sites available for Urban Anagwadi (as per GIS 2022-23),Per Capita Income (at constant prices),Total children age 6-23 months receiving an adequate diet (%),Children under age 3 years breastfed within one hour of birth(%),Children with diarrhoea  who received oral rehydration salts (ORS)(%),Children under 5 years who are underweight (weight-for-age) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),Medical officer-MBBS - Deficit,Health Assistant (male/female) - Deficit,Deprivation % - Households with Not even one household member has completed six years of schooling.,Deprivation % - Households with Any school age children not attending school (6-14),"Deprivation % - Households that have inadequate housing material in either floor, roofor wall",Deprivation % - Households that cook using solid fuel,Deprivation % - Households with no safe drinking water or 30 min away,Deprivation % - Households that have no electricity,Deprivation % - Households with no sanitation facility,Deprivation % - No household member has a bank account or a post office account.,Children age 6 to 59 months who are stunted (height-for-age) (%),Children age 6 to 59 months who are severely wasted (weight-for-height) (%),Children under age 6 months exclusively breastfed(%),Children age 9-35 months who received a vitamin A dose(%),children low birth weight (%),Number of total notification case of Tuberculosis,Children age 12-23 months fully vaccinated based(%),Received Health Insurance (%),Gap in CHC Doctor,Gap in CHC Labtech,Gap in CHC pharmacist,Gap in CHC Staff Nurse( 1shift),Gap in PHC Doctor,Gap in PHC Labtech,Gap in PHC Pharmacist,Gap in PHC Staff Nurse,Number of Asha Working_Per_1000_Population,Number of CHO Working_Per_1000_Population,Gap in number of Subcentre,Gap in number of PHC,Gap in number of CHC,Under5_mortality (per 1000),MMR  (per 1 lakh),infantmortality_Neg,% Adolescent girls aged 15-19 years who are anaemic (%),%Pregnant women age 15-49 years who are anaemic ,%Children age 6-59 months who are anaemic (%),Prevalence of diarrhoea under 5 years of age (%),No. of Anganwadis/UPHCs have conducted at least one Village Health Sanitation & Nutrition day / Urban Health Sanitation & Nutrit,Deprivation % - Households with adult between 15-49 whose BMI is below normal or children under 5 years who are stunted or waste,Deprivation % - Households with with any woman has not received at least 4 antenatal care visits for the most recent birth or ha
97,Mysuru,Hunsur,5.994550408719346,74.11444141689373,366.0,332.0,77.49494983083025,11.30232558139535,142615.0,17.58684405025869,54.56171716458628,64.43960511033683,22.74306334635168,20.12789969177164,2.0,8.0,10.2801,1.4475,31.8342,3.7407,0.2445,1.9225,16.5913,8.157,30.56456,4.673449,66.57982,36.57495,42.78037,107.0,87.52323,26.45656,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,8.0,10.0,22.0,0.694344,0.142098,30.391,-10.0,3.0,12.641824981675217,70.96379521667171,7.155892857012749,50.39842630511185,10.44255710414247,57.31289873084449,0.269037,366.0,41.9588,7.4105
98,Bagalkot,Ilkal,43.689320388349515,56.310679611650485,190.0,180.0,77.00064451266967,11.30232558139535,147784.0,0.05989583333333335,5.449652777777775,39.87698412698413,75.46602909326123,2.003348214285714,3.0,1.0,8.1959,4.7347,33.1755,60.3918,3.298,0.1143,45.3061,1.7633,58.48706,0.588404,27.89292,64.80132,18.07079,234.0,89.12335,32.2269,1.3911111111111112,2.0,-1.0,-13.0,-2.0,3.9599999999999995,4.52,-6.0,0.7684136860465115,0.13270830128205127,14.7066,-1.486725663716814,1.0752212389380533,7.00415203063967,88.31774635772395,0.26021428571428573,30.91846655328798,16.9781746031746,31.77458900318651,2.186376,206.0,45.1592,8.7837
99,Vijayapura,Indi,30.92105263157895,66.44736842105263,304.0,282.0,73.13136388715449,3.0,94029.0,5.945723684210526,49.14652121148831,62.00657894736842,39.93043827213235,16.90542051150603,2.0,26.953846153846154,8.0773,7.7782,53.7412,52.0509,17.5589,6.8885,64.1872,7.3295,54.91068,1.845594,42.71228,41.28931,28.86301,318.0,51.15132,20.40951,1.3911111111111112,4.0,1.0933333333333333,4.0,-3.0,2.0,2.0,-3.0,0.783176,0.073547,29.229,4.0,1.0,37.81419426159897,55.54572223128745,14.78996657626977,42.87797619047619,54.59155701754386,67.52795973599478,13.79059,304.0,42.6485,15.2704
100,Davanagere,Jagaluru,12.741312741312742,75.2895752895753,259.0,247.0,85.88601585067408,6.0,164050.0,18.47196168029501,48.16116908037138,63.20008116883118,37.0416897056592,24.88575236491903,1.0,26.953846153846154,5.2113,1.6033,52.5017,20.9877,3.6691,0.1844,24.0374,11.9464,55.70978,4.475679,58.65452,45.84964,42.23088,218.0,77.65016,34.06165,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,2.0,4.0,4.0,0.927922,0.120084,-0.3874,-5.0,1.0,33.929166389018455,140.8914026900394,32.43883449900885,54.32278281683043,41.49726430976431,60.87384724507505,6.280563,258.0,27.954,7.6397
101,Bagalkot,Jamakhandi,46.779661016949156,60.33898305084746,288.0,280.0,89.51109316374448,5.0,187955.0,4.091666666666667,13.07865079365079,50.08333333333334,35.36836219336219,29.71066468253967,9.0375,26.953846153846154,4.447,1.192,42.4527,52.7335,6.8309,1.4212,31.5874,1.9943,57.62468,4.968254,45.51729,29.86667,44.43164,281.0,46.08333,30.66289,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-4.0,3.9599999999999995,4.52,-1.0,0.604351,0.06613,27.1152,3.0,2.0,9.392906643566336,25.57176922538987,37.10655714285714,43.3037518037518,26.16666666666667,64.86962759513176,8.07733,295.0,42.9914,5.7077
102,Kalaburgi,Jevargi,30.046948356807512,64.7887323943662,213.0,202.0,72.53579212729063,11.30232558139535,82191.0,11.69875841750842,30.92130813911117,55.14520202020201,43.58925686056367,11.3907201016576,9.0375,10.0,9.9223,9.0854,59.108,69.1925,26.6154,1.7907,81.8782,3.9659,72.95621,7.993326,51.80976,44.75593,32.95679,304.0,52.12121,14.60049,3.0,4.0,2.0,5.0,-0.32888888888888895,3.0,2.0,14.0,0.791451,0.08634,14.9092,-3.0,1.0752212389380533,0.7795507395693971,52.24098030257116,16.38584663865546,68.61421911421911,55.18127705627705,80.09725091844221,3.100305,213.0,46.5883,12.6027
103,Uttara Kannada,Joida,2.5906735751295336,96.37305699481865,193.0,180.0,90.32095098005568,11.30232558139535,152651.0,10.0295928030303,57.76863942625661,98.95833333333333,49.9622536751443,5.467263783670033,6.0,8.0,12.8369,3.5722,56.4939,72.213,5.6135,2.5803,19.3272,4.7222,34.55366,11.35838,46.63362,39.7499,48.90701,33.0,63.14999,22.85779,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,4.0,3.0,6.0,9.0,1.075857,0.401167,-7.72033,-6.0,1.0752212389380533,4.941609259594199,15.959178535630201,80.91789512310606,41.15353732638889,42.02434501262626,75.11710858585859,12.08439,193.0,41.0192,3.1338
104,Kolar,K.G.F,56.93950177935944,43.06049822064057,278.0,263.0,63.26272062809266,11.30232558139535,105742.0,22.58206530168604,70.80478505849953,51.58437065170811,13.92830019392059,11.38389621923825,9.0375,26.953846153846154,6.3363,0.7658,30.4793,9.3438,3.4241,0.0952,18.2312,1.1189,30.86885,8.1237,67.00112,52.18843,40.88905,180.0,86.83144,36.8656,1.3911111111111112,3.0,1.0,2.0,1.0,1.0,2.0,8.351111111111111,0.7684136860465115,0.13270830128205127,30.5216,4.0,1.0,41.9185693161449,27.148483088183877,4.6647082468614975,52.79807952953783,47.76519753251564,70.53389515452629,6.437208,281.0,42.2036,6.983
105,Mysuru,K.R.Nagar,13.131313131313133,72.72727272727273,300.0,288.0,64.94212886235285,11.30232558139535,305652.0,21.00858241023682,44.25871137717908,71.05042016806723,30.16954302019953,25.36571264723837,9.0375,12.0,8.6016,0.8929,43.3088,8.4991,0.7391,0.7214,26.2628,4.8392,40.57083,3.553488,65.55873,34.53002,43.70745,68.0,90.80211,30.74,1.3911111111111112,2.0,1.0,1.0,-1.0,9.0,10.0,13.0,0.738684,0.149192,-8.009,-8.0,1.0752212389380533,94.68785498305056,70.96379521667171,7.155892857012749,53.31424937399202,11.51391806722689,55.78372556266963,0.091287,297.0,36.6767,1.563
106,Dakshina Kannada,Kadaba,0.5747126436781609,99.42528735632183,171.0,168.0,75.78857220976074,11.30232558139535,414937.0,9.144587928282016,46.34379509379509,84.46969696969697,23.04580800792922,37.27833894500561,6.0,12.0,2.0722,1.0509,18.1468,39.5204,27.7235,1.091574778761062,2.9307,4.3517,28.51182,25.25253,46.5389,60.41667,45.02296,253.47787610619469,68.08712,46.72961,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,6.0,6.0,6.0,12.0,0.7684136860465115,0.13270830128205127,3.228667,-2.0,1.0,17.96606415420405,47.545025128790876,6.29772696,31.3582251082251,48.15340909090909,70.6673881679091,15.67952,174.0,21.7584,5.3878
107,Chikmagalur,Kadur,5.0438596491228065,81.14035087719299,384.0,348.0,64.09771720169852,25.0,148072.0,2.442313345091122,64.06895348276797,56.14238866843034,25.25425607485793,24.841428040695,2.0,26.953846153846154,4.3211,1.0757,31.2888,15.5087,6.4541,0.3715,6.2031,3.0923,41.75093,23.11283,82.02496,57.61559,37.5594,289.0,78.34656,36.6038,5.0,11.0,5.0,-1.0,1.0,8.0,15.0,37.0,0.817771,0.154621,12.12567,-9.0,1.0752212389380533,7.834067316204815,13.668357654024568,2.8016404761904767,36.33730158730158,28.22622721928278,47.35363389147873,1.738503,454.0,20.4993,3.0678
108,Belagavi,Kagavada,24.206349206349206,75.79365079365078,245.0,243.0,115.35960923574953,11.30232558139535,108891.0,6.249999999999998,58.05742157974301,98.85416666666667,26.47171765044572,20.56894507241729,2.0,4.0,4.4575,4.846,34.0209,24.781,18.0983,0.2826,35.2995,2.7691,35.43634,10.9246,50.54058,51.55415,34.42481,70.0,62.22222,24.43686,-1.0,4.0,1.0933333333333333,2.3200000000000003,2.0,2.0,2.0,8.351111111111111,0.7684136860465115,0.13270830128205127,14.3258,-1.486725663716814,1.0752212389380533,2.5968784011905552,180.76608902305415,11.940944444444447,57.74635241301908,24.16666666666666,72.08919244344993,6.666667,252.0,40.4917,21.701
109,Kalaburgi,Kalagi,36.42857142857142,63.57142857142857,140.0,140.0,53.38241389799477,11.30232558139535,124026.0,16.63430212620027,18.02260553803764,75.4295267489712,65.78288224121557,9.077564667842447,2.0,5.0,11.8428,3.0352,56.9106,61.0027,2.1409,2.168,82.6287,2.6287,56.5889,10.42989,38.07985,31.30532,52.53964,113.0,42.66975,20.16481,3.0,8.0,2.0,10.0,-0.32888888888888895,1.0,5.0,11.0,0.7684136860465115,0.13270830128205127,3.4454,-5.0,-1.0,32.50234975429885,122.17421653185387,29.298767973856204,64.35736331569666,34.375,78.16358024694445,10.25327,108.0,33.4688,14.9729
110,Dharwad,Kalgatgi,15.706806282722512,77.4869109947644,188.0,181.0,105.29702818969182,2.0,155465.0,3.169642857142857,58.8938492063492,62.5,32.51510642135642,28.58443759448222,9.0375,26.953846153846154,4.5983,7.2023,67.5895,47.7928,5.0339,0.7164,38.9835,2.4201,55.91196,10.07177,59.23207,48.83378,39.95815,7.0,91.13095,36.49828,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-5.0,1.0,4.52,6.0,0.800845,0.116064,1.442,-2.0,1.0,13.029633789945647,87.56829406279866,11.86793988095238,45.81668969671202,95.81183862433863,76.21602182554881,0.673363,191.0,45.8277,12.0039
111,Bidar,Kamalanagara,23.200000000000003,76.8,140.0,160.0,110.31824920262197,11.30232558139535,97948.0,3.761574074074074,38.91901822457378,68.88503086419753,35.75194609916832,18.81631014732866,6.0,12.0,5.1383,0.4447,62.9447,40.6744,5.0395,0.0988,35.8696,1.0623,35.9928,19.906,38.37398,34.03549,25.24213,253.47787610619469,70.23534,25.25703,6.0,5.0,2.0,5.0,6.0,6.0,6.0,12.0,0.7684136860465115,0.13270830128205127,3.2888,-2.0,1.0752212389380533,12.641824981675217,19.72845837898319,17.18748717948718,57.80373414798018,68.98148148148147,85.32759216234258,10.9117,125.0,44.8864,22.3567
112,Kalaburgi,Kamalapura,42.15686274509804,57.84313725490197,204.0,202.0,50.772253407033055,11.30232558139535,158977.0,14.82295953360768,17.60304284764161,52.51800411522633,41.85628306878307,14.30126933251933,6.0,12.0,7.9104,6.4005,63.8883,56.7021,1.5981,0.8944,58.534,5.2045,37.48036,8.616402,59.5592,50.09762,23.69289,116.0,14.69907,15.4961,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,4.0,4.0,4.0,10.0,0.7684136860465115,0.13270830128205127,13.8646,-1.486725663716814,1.0,103.5936316138888,75.30638040513765,22.928492658730153,57.34849668262367,75.69444444444444,71.18873456822037,3.716897,177.0,39.5868,13.1395
113,Ballari,Kampli,0.6896551724137931,69.6551724137931,145.0,145.0,75.05082981598522,1.0,147220.0,8.333333333333334,37.64070767195766,75.83333333333334,47.89186507936508,9.611111111111109,4.0,8.0,13.4287,5.2841,47.2388,21.4541,3.2976,1.4501,31.8236,12.495,39.72685,17.97487,45.14241,37.12169,47.06898,392.0,85.83333,23.92524,6.0,5.0,2.0,5.0,4.0,4.0,4.0,8.0,0.7684136860465115,0.13270830128205127,17.347,-1.486725663716814,1.0752212389380533,4.123336193109881,154.39371204456978,38.43660698051948,75.49140211640211,62.91666666666666,73.952380953,7.335317,145.0,40.9615,23.1625
114,Koppal,Kanakagiri,31.788079470198678,68.21192052980133,144.0,131.0,93.70056056776932,11.30232558139535,191509.0,1.309824434824435,47.95750661375661,95.72285353535354,44.53982649295149,10.1675986050986,2.0,4.0,15.5867,3.7346,53.4178,58.1305,5.3944,0.6261,43.4404,2.8454,42.99977,0.200078,55.85838,22.81062,31.15341,253.0,64.08512,25.34371,6.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,0.7684136860465115,0.13270830128205127,6.577,1.0,1.0752212389380533,12.641824981675217,48.00683144129234,67.03703033885756,49.22047859547859,51.9402356902357,72.34933758437843,8.33834,118.0,40.017,14.8679
115,Ramanagar,Kanakpura,24.17910447761194,62.98507462686567,308.0,228.0,41.37292437363244,8.0,171245.0,9.792117604617605,45.56270548422537,62.78803661616162,18.25599371693121,26.4657537678371,1.0,12.0,11.2255,2.929547345132743,25.6143,4.4996,5.3269,0.3004,12.1424,4.874,21.9323,1.564604,62.35222,45.76705,25.93226,374.0,96.91964,40.54065,-3.0,8.0,1.0,5.0,-2.0,6.0,4.0,22.0,0.757225,0.13270830128205127,0.6336,-8.0,1.0752212389380533,12.641824981675217,50.87633809645912,4.999268398268399,56.54760133219955,50.38126803751804,53.44482899454636,1.09667,335.0,23.0652,1.4259
116,Udupi,Kapu,22.22222222222222,77.77777777777779,135.0,135.0,53.783948238904934,11.30232558139535,312553.0,33.85416666666667,21.23151154401155,92.26190476190476,16.17004440665155,36.67164666792643,4.0,8.0,5.0233,2.929547345132743,15.8235,30.8576,30.3911,0.0359,8.9702,0.5382,22.80813,22.86706,39.19414,65.30567,23.77382,89.0,88.88889,54.17277,6.0,5.0,2.0,5.0,3.0,3.0,3.0,6.0,0.7684136860465115,0.13270830128205127,18.27733,3.0,1.0,17.02538815219564,56.556332245506894,0.49564625850340127,71.22874149659864,17.29497354497354,60.5269290480956,5.619505725663717,135.0,39.8637,12.5583
117,Koppal,Karatagi,48.743718592964825,51.256281407035175,190.0,172.0,90.6540806052471,11.30232558139535,115906.0,0.908119658119658,50.17101648351647,84.53525641025641,50.93362077737078,14.50778388278388,4.0,8.0,9.5273,2.3946,52.6244,47.665,7.6264,0.1419,37.9788,3.2685,46.96142,7.7282541548672565,53.70581,20.11917,31.93668,250.0,60.10506,27.55085,6.0,5.0,2.0,5.0,4.0,4.0,4.0,8.0,0.7684136860465115,0.13270830128205127,14.3916,-1.486725663716814,1.0752212389380533,12.641824981675217,48.00683144129234,48.476283725874595,48.91534391534393,55.30626780626781,73.71267043113325,13.7425,157.0,31.3965,10.3104
118,Udupi,Karkala,3.260869565217391,96.73913043478261,184.0,184.0,61.714090158851555,11.30232558139535,326545.0,9.82905982905983,17.5267094017094,98.5576923076923,9.84559422059422,35.8253205128205,2.0,26.0,1.3029,1.0134,22.548,34.0089,32.9111,1.8338,5.1876,4.575787610619469,18.95973,1.310541,68.52229,22.96644,20.57668,185.0,73.17041,47.74352,-1.0,3.0,2.0,4.0,-0.32888888888888895,3.0,8.0,15.0,0.848927,0.241274,4.043667,-7.0,1.0,2.091175793448066,127.64197347257512,17.405444444444445,45.91422466422466,20.54398148148148,63.55410214826122,2.747253,184.0,30.9084,11.1956
119,Uttara Kannada,Karwar,26.82926829268293,61.78861788617886,241.0,226.0,38.25093542005264,2.0,155856.0,1.215277777777777,34.73177083333333,100.0,33.88035864598365,5.615079365079365,3.0,26.953846153846154,9.0737,1.7013,43.9036,52.5047,16.8715,1.1815,20.0378,2.8828,31.74107,12.9784,58.69213,27.55525,52.23896,171.0,86.45833,29.17622,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,2.0,6.0,10.0,20.0,0.712547,0.169079,21.25067,-7.0,1.0,8.82841212562343,15.959178535630201,27.322499999999998,40.25173611111111,27.17013888888889,75.52083333333333,13.77315,246.0,36.5784,8.4121
120,Belagavi,Khanapur,15.489130434782608,70.38043478260869,358.0,349.0,70.23200039754133,11.30232558139535,112325.0,0.3693664965986394,41.32280675875792,90.18998522027859,23.82046739636026,17.6221521230632,4.0,26.953846153846154,5.6309,0.4206,41.0163,39.6742,3.1218,1.7943,14.3156,7.1383,50.24124,7.958959,46.0001,54.44862,29.65943,146.0,67.63452,22.10435,1.0,3.0,1.0933333333333333,2.0,-0.32888888888888895,5.0,5.0,10.0,0.857657,0.106777,33.813,3.0,2.0,8.8673896626019,62.976259469917714,74.03576901985284,50.81465959399632,19.50639779721412,54.70565772100463,0.717253,368.0,38.8621,5.3416
121,Belagavi,Kitthuru,18.439716312056735,81.56028368794325,139.0,129.0,86.48353250181373,11.0,133467.0,4.861111111111111,56.49941342277651,78.97858796296296,22.3896310770397,9.860835537918867,9.0375,26.953846153846154,7.4959,2.0296,43.4128,40.676,7.1494,1.63,23.2657,4.7345,41.8398,5.645576,51.46029,46.15414,34.60175,52.0,69.45602,23.95419,2.0,3.0,1.0,-1.0,-2.0,-1.0,1.0,-4.0,0.7684136860465115,0.13270830128205127,5.54,-1.486725663716814,1.0752212389380533,12.641824981675217,73.86293561621483,35.77026046774353,52.97968106995884,22.29938271604938,61.94126475384962,3.701478,141.0,35.2415,8.4117
122,Kolar,Kolar,18.96551724137931,56.896551724137936,460.0,418.0,67.02668661369758,17.0,132383.0,22.90132037672547,20.442818981501,75.0182266132787,7.796627854272255,16.08977186477616,9.0,26.0,4.2969,1.4758,33.6874,14.0278,1.605,0.1835,12.1966,0.6914,27.66178,9.018583,67.82641,63.30241,23.89031,340.0,84.72425,28.94056,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-3.0,3.9599999999999995,-3.0,-3.0,0.545126,0.106706,20.9644,-3.0,3.0,43.20938385244488,41.74268831441292,0.8854513888888884,39.54658786694122,45.41272810587046,66.50682276396628,4.550771,464.0,35.0585,1.4835
123,Vijayapura,Kolhara,21.73913043478261,78.26086956521739,92.0,92.0,74.69543523204784,11.30232558139535,109141.0,4.461805555555555,49.34502314814815,55.35416666666666,34.89612268518518,11.33829365079364,5.0,10.0,10.4592,7.3526,47.0804,56.5803,7.8514,1.5723,60.6012,7.1171,55.76578,1.82209,54.23638,37.76461,30.39056,253.47787610619469,66.70833,22.93944,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,5.0,5.0,5.0,10.0,0.7684136860465115,0.13270830128205127,3.679,-2.0,1.0,66.18450741370692,133.026623487727,24.367530227355523,39.92678571428571,55.25,63.7027943127996,6.986538,92.0,51.6104,25.736
124,Chamarajanagara,Kollegala,53.65853658536586,66.82926829268293,177.0,172.0,65.70431354381068,11.30232558139535,142587.0,16.38888888888889,35.87852733686067,81.25,13.26975308641975,25.06944444444444,9.0375,26.953846153846154,9.5158,3.491,33.4459,2.942,0.8446,1.2106,22.8604,1.2247,20.53796,2.777778,64.24676,35.46759,43.19444,504.0,86.5,42.92437,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,4.0,6.0,-1.0,0.704599,0.076244,28.57733,1.0,2.0,12.641824981675217,45.96102699363622,18.5793,74.22915464165463,29.27777777777778,63.18719135824277,5.087125,205.0,24.4792,3.4488
125,Chamarajanagara,Kollegala(Hanur),35.2059925093633,64.7940074906367,248.0,230.0,79.8451183770864,11.30232558139535,231320.0,32.2,34.1962962962963,56.88333333333333,21.72777777777778,11.04166666666667,11.0,22.0,15.2891,2.929547345132743,31.607,8.5491,1.8446,1.614,14.0121,0.1774,27.61167,3.466667,42.72,67.18056,66.52381,99.0,90.8,40.25342,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,11.0,12.0,11.0,24.0,0.7684136860465115,0.13270830128205127,29.199,-2.0,2.0,12.641824981675217,45.96102699363622,96.80665333333332,65.62166666666667,33.68333333333334,79.43333333307778,3.433333,267.0,30.862,2.1462
126,Chikmagalur,Koppa,0.6451612903225806,97.41935483870968,145.0,135.0,57.789863297506194,11.30232558139535,117765.0,6.933847402597405,62.64434523809523,37.86525974025975,21.64994975262832,19.14808802308801,1.0,12.0,3.6936,1.6264,27.4358,22.0094,5.1756,1.2312,3.8456,2.6904,25.26857,12.48016,65.45412,55.48846,27.59966,45.0,77.96898,44.89069,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,8.0,8.0,9.0,0.9945,0.395404,-19.63,-6.0,1.0,14.164011994903634,109.34719233548567,19.240086580086583,40.4861111111111,40.2340367965368,41.95074469182342,1.818633,155.0,25.0798,9.1731
127,Koppal,koppal,7.373271889400922,79.26267281105991,430.0,388.0,73.23004695172318,11.30232558139535,701464.0,15.11722013366751,41.60839797907467,72.20551378446116,45.24729418393265,7.078954285642882,9.0375,26.953846153846154,10.5234,5.0365,64.8058,58.5204,13.6354,0.5323,41.169,4.9546,52.782,3.293816,45.45032,37.36069,34.43877,726.0,67.28684,20.51427,4.0,7.0,2.0,3.0,-6.0,3.0,2.0,-11.0,0.754265,0.068362,42.8702,-1.0,1.0,12.641824981675217,109.34719233548567,29.944425229741015,52.57943469785575,52.77673350041772,77.23274565277127,5.650922,434.0,44.7007,17.3514
128,Tumkur,Koratagere,14.675767918088736,77.13310580204778,284.0,225.0,64.04862381655815,1.0,162413.0,14.06896841045891,41.37780140100912,70.06769654977376,25.29151471607261,18.75156041137964,9.0375,26.953846153846154,7.5899,2.0943,27.4883,27.5856,7.7867,0.4281,13.4601,3.4712,33.36804,5.880369,52.74189,42.50741,33.853,165.0,96.98099,36.89873,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-4.0,2.0,2.0,15.0,0.847914,0.157887,-4.8898,-7.0,1.0,0.49434924948303266,137.04605186601086,6.514876011940161,59.646294752172,90.0729549632353,58.51355127366737,1.332338,293.0,32.8238,3.6763
129,Vijayanagara,Kotturu,10.75268817204301,89.24731182795699,91.0,89.0,83.98340649713352,11.30232558139535,121607.0,9.11458333333333,41.33845899470899,40.625,44.17233560090703,19.53467498110355,2.0,26.953846153846154,14.7388,2.6119,52.452,42.2708,9.8081,2.8785,34.968,7.1429,45.24235,4.541525,62.79833,23.07197,47.95904,227.0,94.44444,27.74436,6.0,7.0,1.0,10.0,-1.0,3.9599999999999995,1.0,7.0,0.7684136860465115,0.13270830128205127,-0.86,-1.0,-1.0,28.05319638714055,73.86293561621483,6.911941964285713,58.56091742252456,73.09854497354497,71.09764739216071,9.435039,93.0,49.7868,12.7932
130,Mandya,Krishnarajpet,4.522613065326634,71.10552763819096,390.0,325.0,67.8647649757257,1.0,262249.0,5.466730641362995,87.1154143221768,100.0,16.72378595555679,3.954064130994278,9.0375,31.0,9.9952,0.5332,24.4631,10.9713,2.3729,1.8156,12.1485,2.3138,22.71197,4.136597,79.44758,51.15837,14.23049,161.0,93.19892,47.30408,1.0,10.0,3.0,8.0,-2.0,13.0,16.0,22.0,0.83504,0.146038,-8.9114,-11.0,1.0752212389380533,12.641824981675217,50.91126949346139,7.155892857012749,68.09485381662378,54.09029695794402,46.5154184140907,4.749411,398.0,26.1698,1.2196
131,Vijayanagara,Kudligi,10.780669144981413,84.01486988847584,267.0,244.0,99.88692535307908,11.30232558139535,152649.0,13.6875,54.23465608465608,53.33333333333334,30.0484126984127,0.87989417989418,1.0,26.953846153846154,20.0539,4.1604,61.2691,68.8117,18.7369,6.2706,53.1577,9.4732,50.85714,1.821693,70.60187,17.26971,49.32856,305.0,41.79167,31.87496,5.0,3.0,1.0,5.0,1.0,2.0,4.0,7.0,0.613324,0.13270830128205127,14.1314,2.0,1.0752212389380533,3.0402478843206495,111.65804496608312,60.000209999999996,74.4422619047619,16.95370370370371,47.76380952291,13.87667,269.0,59.6528,7.6175
132,Koppal,Kukanuru,12.025316455696203,87.9746835443038,153.0,145.0,89.01039331679583,11.30232558139535,104288.0,10.4542824074074,37.98226686507936,76.6015625,48.16201159951159,10.07285466269841,5.0,10.0,12.8499,3.5926,62.4408,53.939,4.0252,0.8558,49.7539,2.6459,45.86085,2.329728,61.36973,22.93359,31.55685,243.0,63.05628,24.37356,12.0,10.0,4.0,10.0,4.0,4.0,4.0,8.0,0.7684136860465115,0.13270830128205127,7.6628,-1.0,-1.0,12.641824981675217,42.70520557588755,46.38516775850863,50.04065393518519,39.34606481481482,68.94464370473116,11.88501,158.0,41.2834,18.8501
133,Uttara Kannada,Kumta,12.411347517730496,80.85106382978722,274.0,264.0,63.26754009339493,2.0,182938.0,1.746794871794872,60.35068403818403,98.29545454545455,23.80049035710562,23.37227124727125,2.0,26.953846153846154,5.636,2.1637,21.0644,40.5218,35.3273,1.4279,7.6247,3.2853,27.5044,26.89143,75.41906,65.37115,34.69689,119.0,99.42551,29.8856,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,2.0,2.0,7.0,5.0,0.933906,0.189223,18.53767,-1.486725663716814,1.0,2.0268319228804335,15.959178535630201,79.95473137244537,34.78925414862914,12.15466824841825,74.79948145305153,1.800063,282.0,29.0947,13.6704
134,Udupi,Kundapur,1.8726591760299627,88.01498127340824,267.0,267.0,70.67023620878362,1.0,243563.0,16.63647342995169,31.03462157809984,75.86050724637681,15.99227915804003,61.09565504945939,9.0375,26.953846153846154,5.2102,1.1578,19.8355,30.8729,14.2977,0.2285,7.6782,0.5332,25.39461,1.409018,69.39106,53.12953,21.85289,187.0,86.16395,57.94714,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,7.0,10.0,13.0,0.911014,0.217742,13.65633,-5.0,2.0,17.48264143399747,51.59027956362619,14.265273982056593,46.20514147688061,26.23792270531401,59.65924775720782,0.672878,267.0,39.7471,26.4778
135,Dharwad,Kundgol,12.735849056603774,66.98113207547169,210.0,207.0,85.63478024461794,11.30232558139535,132573.0,1.6,25.81170634920635,62.5,73.91818181818181,62.08518518518518,9.0375,26.953846153846154,4.5236,4.9893,66.2351,51.2671,29.1861,0.4895,29.2729,4.3736,51.83737,5.672727,25.79707,45.03373,20.00665,38.0,92.44444,25.28606,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-3.0,2.0,4.52,1.0,0.834412,0.108365,3.8824,-1.0,1.0,9.77014060105284,264.8826312967668,14.676085714285716,30.61150793650793,91.59259259259258,86.97803030327,0.708333,212.0,45.2751,9.5445
