,District,Taluk,% Angawadis in rented building,%Anganwadis in Own building,No.of Anganawadi Workers,No. of Anganawadi Helpers,% children in Anganwadi,Sites available for Urban Anagwadi (as per GIS 2022-23),Per Capita Income (at constant prices),Total children age 6-23 months receiving an adequate diet (%),Children under age 3 years breastfed within one hour of birth(%),Children with diarrhoea  who received oral rehydration salts (ORS)(%),Children under 5 years who are underweight (weight-for-age) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),Medical officer-MBBS - Deficit,Health Assistant (male/female) - Deficit,Deprivation % - Households with Not even one household member has completed six years of schooling.,Deprivation % - Households with Any school age children not attending school (6-14),"Deprivation % - Households that have inadequate housing material in either floor, roofor wall",Deprivation % - Households that cook using solid fuel,Deprivation % - Households with no safe drinking water or 30 min away,Deprivation % - Households that have no electricity,Deprivation % - Households with no sanitation facility,Deprivation % - No household member has a bank account or a post office account.,Children age 6 to 59 months who are stunted (height-for-age) (%),Children age 6 to 59 months who are severely wasted (weight-for-height) (%),Children under age 6 months exclusively breastfed(%),Children age 9-35 months who received a vitamin A dose(%),children low birth weight (%),Number of total notification case of Tuberculosis,Children age 12-23 months fully vaccinated based(%),Received Health Insurance (%),Gap in CHC Doctor,Gap in CHC Labtech,Gap in CHC pharmacist,Gap in CHC Staff Nurse( 1shift),Gap in PHC Doctor,Gap in PHC Labtech,Gap in PHC Pharmacist,Gap in PHC Staff Nurse,Number of Asha Working_Per_1000_Population,Number of CHO Working_Per_1000_Population,Gap in number of Subcentre,Gap in number of PHC,Gap in number of CHC,Under5_mortality (per 1000),MMR  (per 1 lakh),infantmortality_Neg,% Adolescent girls aged 15-19 years who are anaemic (%),%Pregnant women age 15-49 years who are anaemic ,%Children age 6-59 months who are anaemic (%),Prevalence of diarrhoea under 5 years of age (%),No. of Anganwadis/UPHCs have conducted at least one Village Health Sanitation & Nutrition day / Urban Health Sanitation & Nutrit,Deprivation % - Households with adult between 15-49 whose BMI is below normal or children under 5 years who are stunted or waste,Deprivation % - Households with with any woman has not received at least 4 antenatal care visits for the most recent birth or ha
216,Tumkur,Tumkur,23.156342182890853,59.14454277286135,661.0,604.0,48.87989228100446,11.0,189192.0,10.52590169581676,26.60415842988796,77.3216959192569,19.13297401335777,17.31315422194487,4.0,26.953846153846154,6.2797,1.018,26.9154,27.4796,5.5643,0.3136,8.4654,3.0697,35.03162,1.530547,58.19728,39.1981,38.27538,768.0,91.48369,34.13197,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-5.0,3.9599999999999995,4.0,20.0,0.409634,0.077953,33.5206,-2.0,5.0,12.641824981675217,88.50192256229748,23.115686111031547,23.70391846023379,91.28455710391685,58.41656243965025,5.535242,678.0,26.969,3.1296
217,Tumkur,Turuvekere,14.329268292682926,64.02439024390245,326.0,267.0,62.04446911902989,11.0,222227.0,8.90889120799835,34.69841492526677,87.1864478114478,20.96746975637151,24.1685606060606,1.0,9.0,8.0912,0.6352,28.9461,26.9073,3.667,0.1623,7.3728,3.943,21.11976,0.737406,54.89168,42.59187,36.41791,96.0,97.1758,35.31247,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-0.32888888888888895,7.0,6.0,18.0,0.906108,0.18006,-4.551,-6.0,1.0,12.641824981675217,56.32704321779063,30.097044463649652,51.39806173315873,86.91687877451767,59.00636267205756,8.732809,328.0,20.6677,3.6476
218,Udupi,Udupi,10.256410256410255,80.51282051282051,195.0,195.0,47.056492569666624,11.30232558139535,327115.0,0.3472222222222222,49.34062850729518,86.11111111111111,15.93952087007643,24.60519547325101,6.0,21.0,3.8264,0.2856,26.185,37.0074,17.7327,0.1142,4.683,1.5705,28.57253,7.201646,64.77009,42.73242,35.52275,415.0,93.9429,62.4765,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,3.9599999999999995,1.0,8.0,0.632326,0.153463,48.59367,3.0,3.0,71.2116647752934,56.556332245506894,2.3130158730158734,33.09670781893004,31.94444444444445,54.63416406118782,2.037037,195.0,38.1211,8.281
219,Yadgir,Vadagera,27.77777777777778,72.22222222222221,119.0,118.0,51.47280182124181,11.30232558139535,183326.0,6.298650970804988,38.24415954828901,45.03720238095238,44.36992962188275,5.006460961120559,9.0375,26.953846153846154,21.2627,9.0194,46.8944,67.3191,4.708,1.2282,62.9822,1.1386,49.14075,8.318396,44.51425,35.461,41.85531,114.0,51.2004,21.1868,6.0,5.0,2.0,5.0,4.0,4.0,4.0,8.0,0.7684136860465115,0.13270830128205127,23.2788,3.0,1.0752212389380533,1.0858028158288042,82.87846429986712,23.257191551999586,72.59772888321996,62.68187830687831,91.05568037650009,7.974224,162.0,50.3166,8.6228
220,Kodagu,Virajpet,14.666666666666666,88.0,148.0,138.0,28.76061774723903,11.30232558139535,211148.0,4.037905092592592,45.26007908950617,64.77430555555556,18.93169459141681,41.25211272780717,6.0,11.0,6.2448,0.3457,34.7142,17.0059,10.0976,1.1096,3.2562,11.6978,31.8558,17.84594,39.76104,59.01207,8.496843,156.0,65.3125,53.59989,10.0,16.0,6.0,9.0,5.0,10.0,10.0,16.0,0.913614,0.314362,-8.17033,-1.0,-2.0,12.641824981675217,50.22803785636029,18.344504794973545,38.4322457378013,24.94598765432099,67.76078869079572,7.224577,150.0,21.3326,1.7898
221,Yadgir,Yadgir,46.89922480620155,65.50387596899225,240.0,229.0,71.33927133672606,11.30232558139535,102487.0,3.128569925444925,39.8392331048581,47.25649350649351,33.0953341391653,2.871825534974885,1.0,3.0,24.823,10.4542,46.4683,70.0478,1.1859,0.4375,64.6365,3.6325,64.20998,15.94021,37.04881,42.4417,19.02976,540.0,72.31286,17.51038,12.0,9.0,5.0,5.0,-1.0,4.0,4.0,-11.0,0.652264,0.068873,19.7826,-3.0,1.0752212389380533,16.26411008196175,6.865923354856757,42.41356656828021,44.37754994674637,29.5816798941799,50.52421842003383,3.824558,243.0,55.5984,8.2551
222,Kalaburgi,Yadrami,28.169014084507044,71.83098591549296,142.0,131.0,74.43054313894828,11.30232558139535,104817.0,6.029889538661468,28.69506960442633,70.12914230019493,60.68713450292397,14.63993852151747,4.0,8.0,11.0002,10.0215,59.8943,74.0067,30.5735,1.9182,87.1403,4.0908,72.93311,8.508772,41.13369,32.70975,41.10206,92.0,39.76608,7.287207,6.0,5.0,2.0,5.0,4.0,4.0,4.0,10.0,0.7684136860465115,0.13270830128205127,8.5604,-1.486725663716814,1.0752212389380533,12.641824981675217,52.24098030257116,33.75535161432994,73.76775271512113,69.07894736842105,87.95321637464913,3.563596,142.0,48.6592,13.1826
223,Chamarajanagara,Yalandur,16.964285714285715,83.03571428571429,101.0,93.0,67.95924041033345,2.0,166500.0,2.928571428571428,37.19715608465608,75.5,14.97427248677248,24.31878306878306,1.0,5.0,9.8974,5.6441,31.0469,6.9583,0.207,2.6015,30.2998,3.2856,35.48254,1.950397,56.37452,35.94177,38.24108,97.0,88.15476,39.14628,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,2.0,3.0,-1.0,0.787657,0.220081,-6.7336,-2.0,1.0,12.641824981675217,40.64756418564535,18.631342857142858,68.07202123273552,40.01785714285715,66.25671296271346,8.368103,112.0,28.3419,5.356
224,Bengaluru Urban,Yelahanka,2.622950819672131,71.80327868852459,292.0,255.0,47.79044797354026,11.30232558139535,398780.0,53.63408521303258,33.28784200083542,100.0,39.32236842105262,46.48496240601504,18.0,36.0,5.0577,0.7808,7.4534,1.2422,0.7098,1.091574778761062,6.8678,5.1109,35.49311,7.7282541548672565,84.17189,34.97146,31.87735,699.0,100.0,41.67688,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.32,-0.3288888888888889,3.96,4.52,8.351111111111111,0.7684136860465115,0.13270830128205127,128.1254,1.0,3.0,60.80495768641302,5.992638429800229,45.15630889724309,45.0655806182122,22.87071846282373,53.14505012531328,7.221178,291.0,21.5617,7.1695
225,Koppal,Yelburga,12.32876712328767,74.88584474885845,211.0,200.0,87.0373536100616,11.30232558139535,84016.0,7.236024844720497,52.34119589864931,29.20203588681849,56.5497889791368,10.13975155279503,1.0,26.953846153846154,14.6021,0.9373,54.2863,63.4455,2.62,1.8527,52.0281,3.2339,42.85592,1.951828,64.2205,20.86612,47.82479,277.0,37.22373,22.15399,4.0,4.0,1.0,1.0,-1.0,2.0,6.0,-3.0,0.898756,0.128854,14.3768,-2.0,1.0752212389380533,12.641824981675217,42.70520557588755,26.639908902691502,47.68787587498768,60.60961582700714,73.3284751349224,19.67024,219.0,48.0925,19.6229
226,Uttara Kannada,Yellapur,2.030456852791878,90.86294416243655,190.0,172.0,73.08553543167585,11.30232558139535,147265.0,4.653900112233445,54.87857411988364,100.0,75.70457422868137,7.169940476190475,3.0,4.0,8.1863,1.2756,37.4891,36.8775,16.3551,1.1183,11.0432,4.0713,23.51668,10.98138,70.07973,16.63269,21.1762,39.0,80.65494,19.65302,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,3.0,3.0,6.0,12.0,0.917553,0.289754,-13.3072,-7.0,1.0752212389380533,1.82414873059239,15.959178535630201,11.439791005291005,67.30791446208113,10.01675986050986,23.0586820586728,10.4384,197.0,38.9219,12.8691
227,,,20.605569080934412,71.78766935873452,281.22907488986783,262.33920704845815,74.44630048797701,486.0,190130.85840707965,9.144587928282016,44.81868767389412,70.71426983176354,32.48495952958078,20.07278047842291,723.0,1752.0,8.635116371681416,2.929547345132743,41.66093539823009,32.26928761061947,8.390566371681416,1.0915747787610621,29.98797743362832,4.575787610619469,37.787670668141594,7.7282541548672565,57.72032915929203,43.152755132743366,35.22088421681416,253.47787610619469,70.52769184513275,31.445334942477874,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.32,-0.3288888888888889,3.96,4.52,8.351111111111111,0.7684136860465115,0.13270830128205127,31.636294415929203,-1.4867256637168142,1.075221238938053,21.900354111236624,71.02019045764418,21.01939211819618,49.82521161944135,43.98352279175303,64.24392342348695,5.619505725663718,279.50660792951544,36.52447831858407,9.790121681415929
